latitude,longitude,rwi
24.2169091,89.0441895,-0.181
24.1166746,89.5275879,-0.226
22.1568828,90.3186035,-0.601
24.5171391,90.9558105,0.093
26.2047338,88.4509277,-0.609
23.4531676,90.604248,0.131
25.5919938,89.5495605,-0.399
22.4618017,91.5270996,0.019
23.7752908,90.6921387,0.907
23.7752908,88.560791,-0.821
21.9532352,90.5603027,-0.698
25.5523532,88.5168457,-0.395
26.0271697,88.5168457,-0.144
22.7255234,90.604248,-0.408
23.7350688,89.6813965,0.123
24.2169091,89.5935059,-0.124
25.7504244,88.5827637,-0.654
23.9360545,89.4836426,-0.04
23.9561359,89.6154785,0.298
23.2716267,90.3625488,0.042
22.9887378,89.1540527,0.03
21.9532352,90.3405762,-0.472
22.6647094,90.2307129,-0.469
22.6038685,90.736084,0.497
24.2569809,88.7585449,0.021
25.1751161,91.9885254,-0.279
24.0163614,89.9890137,0.593
24.916331,90.4504395,-0.256
24.8964019,88.3850098,-0.241
25.1353386,89.8791504,0.024
23.1302568,90.670166,0.036
24.8365952,90.4943848,-0.551
26.1061204,88.8684082,0.174
23.1706634,90.3845215,0.011
22.5024071,91.1315918,-0.37
22.7255234,91.3293457,-0.448
24.1367278,91.5270996,0.01
21.9328544,90.2087402,-0.587
24.2369466,91.3952637,-0.589
24.3571051,91.505127,-0.222
21.9328544,90.5822754,-0.939
25.6910376,88.4729004,-0.779
22.9685086,90.4943848,-0.207
25.2745031,89.2858887,-0.706
25.7306321,88.9782715,0.287
23.0089639,91.7907715,-0.389
22.8065667,89.0881348,-0.578
23.6545875,91.0656738,0.022
26.2244465,88.7145996,-0.536
24.3771204,90.7580566,0.162
24.1367278,89.1760254,-0.553
23.8757915,90.670166,0.874
22.4008712,90.2746582,-0.305
24.3771204,91.0437012,-0.709
25.7504244,89.3078613,0.045
23.2312505,91.2414551,0.72
23.91597,91.1755371,-0.128
23.8757915,89.7253418,-0.78
25.1751161,90.1647949,-0.182
22.2382596,90.3405762,-0.162
24.0765587,90.5822754,0.018
22.5024071,92.142334,0.601
23.7752908,90.0549316,-0.47
24.9362569,88.6047363,-0.146
23.1100489,90.3186035,-0.474
23.029187,89.1320801,0.073
26.1455758,88.2531738,-0.089
21.9328544,90.2746582,-0.557
22.075459,90.2526855,-0.391
24.9960153,90.4943848,0.163
24.6170569,91.9006348,0.149
26.0469124,88.9343262,0
22.6849838,91.7687988,0.11
22.3399141,89.0881348,0.232
25.4531946,89.0002441,-0.502
23.6545875,90.2307129,0.038
26.2638619,88.6047363,-0.048
22.2585964,92.0324707,-0.057
22.1568828,90.5383301,0.055
25.3936601,89.8352051,-0.292
22.5632929,90.604248,-0.351
22.0347295,89.9450684,0.135
24.7568079,91.1535645,-0.168
22.9482765,89.8791504,-0.203
24.8166532,88.9782715,0.616
24.8764695,89.0222168,-0.417
22.7863104,90.9997559,-0.134
26.3229598,88.9562988,-0.635
26.2047338,88.9782715,-0.171
23.3119906,91.9006348,-0.087
24.537129,88.6047363,-0.118
22.7255234,91.7687988,0.264
24.0966182,89.8571777,0.015
24.4171416,88.9123535,-0.324
22.82682,91.2194824,0.128
22.7863104,89.5715332,0.997
22.9887378,90.1428223,0.059
24.2970401,91.3513184,-0.358
24.6769694,88.2312012,-0.652
22.4008712,89.2199707,-0.225
21.5041851,91.9006348,-0.407
22.8673176,90.032959,-0.486
26.0074237,89.3518066,-0.027
24.8964019,92.2521973,-0.362
23.2918101,90.032959,0.376
26.0666517,89.8132324,-0.465
24.6170569,90.5163574,-0.408
21.9328544,90.1208496,-0.434
23.1706634,90.3186035,0.152
23.7149531,90.9997559,0.011
22.6241518,89.7912598,-0.168
24.8565339,90.2966309,-0.265
23.2716267,89.6594238,0.517
23.7350688,88.6486816,-0.404
23.2514401,90.3845215,0.47
23.91597,90.7800293,0.123
26.5393939,88.3630371,0.143
23.6747124,89.263916,-0.145
24.8964019,88.9782715,-0.223
24.3771204,89.4396973,0.037
24.3971326,89.6374512,0.225
23.2110579,90.032959,0.176
23.5539161,91.9665527,-0.553
26.1061204,88.494873,-0.185
22.4211843,92.5598145,-0.162
23.513626,90.4064941,0.076
24.8565339,88.8464355,-0.243
23.8155005,90.7800293,-0.061
23.7752908,90.8898926,0.071
25.155229,89.5935059,0.174
23.6545875,90.4943848,1.446
23.3725134,89.0222168,-0.208
22.82682,92.1862793,-0.529
23.089838,90.7141113,-0.006
23.4531676,91.0656738,-0.111
23.2110579,91.2854004,0.049
24.1367278,91.7687988,-0.42
26.0666517,88.3190918,-0.102
26.0469124,89.6594238,-0.418
23.089838,90.5603027,-0.247
24.7168951,90.7141113,-0.27
22.6849838,92.5158691,-0.949
24.9960153,88.7585449,0.244
23.1302568,90.9997559,0.495
24.5571158,90.3845215,-0.128
22.4414945,90.6262207,-0.859
23.1706634,91.4172363,0.324
24.0765587,90.3186035,0.415
22.7660511,89.7033691,0.56
22.5430006,92.1643066,0.003
23.069624,89.5715332,0.54
25.5325281,89.263916,-0.27
25.2148807,89.9230957,-0.507
24.537129,89.4836426,-0.443
23.6747124,89.3737793,-0.004
26.0271697,89.7033691,-0.369
23.3926816,90.2307129,0.095
24.2970401,91.505127,0.58
25.9481659,88.9343262,0.101
23.049407,90.9118652,0.063
24.5770993,88.4509277,-0.491
25.1751161,89.3078613,-0.042
25.8097816,88.2092285,-0.183
25.075648,90.9777832,-0.225
23.2918101,89.5275879,0.207
23.3725134,90.3405762,0.19
26.0666517,88.7805176,-0.346
25.0955481,90.8239746,-0.346
25.7702134,88.8903809,1.02
24.6769694,88.2531738,0.099
22.7457888,90.1208496,0.225
25.1751161,89.8132324,-0.642
22.4414945,91.5490723,-0.524
21.9939882,91.9665527,-0.199
25.0358382,88.7145996,-0.285
22.8470703,90.1867676,0.375
26.0271697,89.7692871,0.034
24.4971459,89.7912598,-0.368
22.1161768,92.4719238,-0.373
24.8565339,91.5710449,-0.201
24.4971459,89.2199707,-0.275
24.4371475,90.6481934,0.106
24.5171391,88.7145996,-0.23
23.069624,92.3840332,-0.711
24.5171391,89.0441895,-0.028
23.4128467,90.9558105,-0.223
24.7368531,88.2751465,-0.33
21.1972157,92.0544434,-0.38
22.82682,91.5490723,0.483
25.115445,89.8352051,-0.272
22.5430006,89.2419434,0.165
24.4371475,91.1315918,-0.512
24.6969338,88.5388184,0
22.8875618,90.2966309,-0.012
25.1751161,89.395752,0.193
23.8757915,89.8352051,-0.226
22.4008712,90.032959,-0.696
22.7660511,92.4279785,-0.145
23.6948343,89.6154785,-0.142
23.8958823,90.7800293,-0.095
24.3170649,90.5383301,0.24
25.6712354,88.626709,-0.281
24.9760991,89.3078613,0.124
24.5171391,90.8898926,0.095
22.6444321,90.0549316,-0.355
24.7767595,90.8239746,-0.257
22.8065667,90.8898926,-0.393
23.6344594,90.098877,0.363
21.3405481,92.0983887,-0.29
22.7255234,89.263916,0.158
24.6969338,88.5168457,-0.526
25.3539542,88.9123535,-0.711
22.4618017,92.5158691,-0.455
22.7457888,91.9226074,-0.62
23.4733235,90.9997559,0.153
25.155229,89.263916,0.246
25.1751161,89.6374512,-0.202
20.7663865,92.3400879,0.004
22.8875618,90.736084,-0.288
25.8888782,89.5495605,-0.777
24.9561796,89.2199707,0.112
24.1968685,89.4836426,0.004
23.7953972,89.9890137,-0.251
24.3571051,90.5822754,-0.015
24.4171416,90.098877,0.443
25.8888782,89.6154785,-0.549
22.6038685,91.0656738,-0.02
22.1772314,90.7141113,0.131
23.3523422,89.7253418,-0.001
23.9762142,90.9997559,0.071
24.4171416,91.0217285,-0.721
25.8097816,88.2531738,-0.613
22.5227053,90.9558105,-0.739
26.2835645,88.5827637,-0.256
24.4171416,90.1208496,0.268
24.7767595,92.208252,-0.018
23.513626,89.5275879,-0.462
22.9280413,89.901123,0.087
25.0955481,91.5930176,-0.142
21.6676382,92.4279785,-0.732
23.6948343,90.802002,0.19
25.2148807,89.7253418,-0.692
24.7767595,89.2858887,-0.747
24.4171416,91.6589355,0.169
25.0159284,88.626709,0.251
23.6747124,90.4724121,0.918
24.8565339,90.8679199,0.162
20.8690774,92.2961426,0.944
24.5171391,89.8571777,-0.268
24.9561796,91.1315918,-0.387
22.2382596,89.9890137,0.223
24.9760991,89.263916,0.23
22.8875618,89.5275879,0.638
23.1908622,92.076416,-0.06
24.1968685,90.2307129,0.081
25.8493365,89.2858887,-0.738
24.8365952,90.9777832,-0.09
22.6038685,92.3181152,-0.4
24.2770121,90.736084,0.148
25.0159284,90.3845215,-0.117
23.7551814,90.4504395,1.155
23.9962894,89.395752,-0.035
22.7052551,91.6149902,0.623
22.5430006,92.4060059,-0.565
25.5721751,88.5168457,-0.271
22.7660511,90.032959,-0.715
23.8356006,89.6813965,0.154
24.4771496,89.263916,0.172
25.155229,90.4064941,-0.64
22.6849838,91.8786621,-0.475
25.195,91.1535645,-0.152
24.4171416,90.2307129,-0.298
24.2569809,91.0437012,-0.418
24.3370866,91.2634277,-0.647
24.1768248,89.395752,-0.094
24.9760991,88.494873,-0.36
21.7492955,89.5495605,-0.646
23.6747124,89.2858887,-0.34
22.9887378,90.0769043,-0.316
23.089838,89.8352051,-0.295
24.9760991,88.7365723,-0.644
23.4128467,89.8132324,-0.245
22.7255234,92.0983887,-0.433
24.5571158,90.1428223,-0.044
24.7168951,91.1315918,-0.893
22.6647094,91.1535645,-0.023
22.9685086,92.3840332,-0.496
24.7568079,92.142334,0.297
23.9762142,91.2414551,0.368
24.3971326,91.373291,-0.319
22.6444321,90.2966309,0.384
24.537129,89.0222168,-0.252
22.6444321,90.6262207,-0.086
23.8757915,90.6481934,0.44
24.637031,88.1652832,-0.312
22.7255234,92.208252,-0.096
24.7368531,91.2634277,-0.155
25.3142351,89.5275879,0.437
22.9078031,89.2419434,0.013
22.5430006,90.8679199,-0.082
24.5571158,88.9343262,-0.741
24.8565339,91.6369629,-0.402
24.1367278,89.1320801,0.037
21.9939882,92.2961426,-0.658
25.3936601,89.7473145,-0.202
24.5171391,90.0549316,-0.152
25.7702134,88.5168457,-0.613
25.9876744,88.9343262,-0.06
24.2770121,88.9123535,0.213
23.513626,90.4504395,0.067
22.3195891,89.8352051,-0.071
23.9762142,89.5935059,0.069
26.0271697,88.692627,-0.347
25.8888782,88.8464355,-0.423
24.1567778,91.4611816,-0.564
21.0537441,92.1643066,0.359
24.5970797,91.439209,-0.363
24.4371475,91.5270996,-0.3
24.5571158,91.0876465,-0.392
24.2970401,91.7468262,0.79
23.2716267,89.6813965,0.117
23.3523422,90.2966309,0.387
24.916331,88.2312012,-0.235
22.8065667,90.4943848,-0.297
23.7953972,90.3405762,1.755
25.7899992,89.6374512,0.501
23.8757915,90.4724121,0.562
22.5024071,92.3620605,-0.142
21.8716943,90.098877,-0.353
24.5970797,90.802002,0.43
26.5393939,88.3850098,0.201
22.5632929,89.2419434,-0.019
23.2716267,91.0437012,0.492
22.8065667,89.967041,-0.215
24.7168951,89.8571777,0.49
24.5970797,89.7253418,-0.201
24.2970401,91.6369629,0.232
24.2369466,90.2307129,0.229
22.2789302,90.5383301,-0.746
25.2347581,89.6374512,-0.34
22.1365313,90.2966309,-0.46
25.5919938,88.5168457,-0.51
21.8716943,92.1862793,0.018
23.6948343,88.8903809,0.3
22.3399141,92.4719238,-0.345
26.1652985,88.4509277,-0.431
24.2369466,89.5935059,-0.145
22.1161768,91.0437012,0.447
26.0074237,88.1652832,0.101
23.3119906,91.2194824,0.164
23.2312505,89.0881348,0.296
22.5835822,91.1755371,-0.389
21.8513017,92.3840332,-0.006
23.7551814,89.0222168,-0.248
24.7967079,88.1433105,-0.135
22.6241518,89.8352051,0.327
21.6267923,91.9226074,0.134
24.7767595,89.3737793,0.299
22.6241518,89.5056152,0.168
24.9561796,91.6149902,-0.149
21.8716943,92.5598145,-0.444
24.1166746,90.1647949,0.781
23.0089639,88.9562988,-0.011
24.7568079,90.1647949,-0.468
22.5835822,88.9562988,0.313
24.2970401,91.1315918,-0.196
25.0557447,89.0222168,0.563
25.7702134,89.3078613,0.056
22.0347295,92.3400879,-0.512
23.029187,89.329834,-0.331
24.7168951,88.7365723,-0.018
25.075648,92.0983887,-0.108
21.3814746,92.076416,0.49
22.075459,90.0769043,-0.241
24.1567778,89.6594238,0.36
21.9532352,90.0549316,-0.387
25.4531946,89.7912598,0.61
24.7767595,90.8679199,-0.231
25.8295607,89.3518066,-0.315
25.0159284,92.142334,-0.167
23.9561359,90.5822754,0.127
23.2312505,90.1428223,0.342
23.8556976,90.8459473,0.108
24.6769694,89.2419434,-0.471
25.6316212,89.2199707,-0.076
24.6969338,90.0549316,0.095
25.155229,91.7028809,-0.422
25.115445,90.032959,-0.157
23.8958823,89.2419434,0.6
24.2169091,88.9562988,-0.302
26.1258498,88.4729004,-0.303
22.8065667,89.197998,-0.05
25.7504244,88.3630371,-0.432
22.7255234,89.7473145,-0.056
24.537129,89.8791504,0.306
23.8155005,89.4616699,-0.297
26.2047338,88.560791,0.502
24.1567778,89.9890137,-0.105
24.8166532,91.9885254,-0.234
24.6769694,88.4069824,-0.444
25.3738088,89.0881348,-0.546
22.3602361,90.4504395,-0.075
24.8365952,91.6809082,0.039
24.7568079,88.6486816,-0.048
25.115445,91.4172363,-0.008
21.9328544,90.4724121,-0.549
23.513626,92.2521973,-0.474
23.9962894,91.307373,-0.078
22.2992611,89.9450684,0.268
25.6514299,88.4509277,-0.72
23.1504616,89.3078613,-0.268
24.4571501,90.9777832,-0.333
23.069624,92.208252,-0.877
23.9561359,90.4284668,0.439
24.6969338,89.0222168,-0.787
24.1166746,90.4284668,0.499
24.5770993,90.4284668,-0.104
24.7967079,89.7473145,-0.545
26.0469124,88.7145996,-0.732
21.9939882,92.5598145,-0.411
24.1166746,91.1535645,-0.801
25.7504244,88.5388184,-0.711
21.9939882,90.3186035,0.028
22.8875618,91.7028809,-0.407
25.115445,89.0222168,0.285
22.0958194,92.2521973,0.055
22.7052551,90.1647949,-0.441
24.6969338,91.6149902,-0.138
22.1568828,90.098877,0.12
22.7052551,92.2961426,-0.614
24.3971326,91.1535645,-0.214
22.9685086,89.2199707,0.159
25.3738088,89.6813965,-0.558
25.075648,91.5270996,-0.211
25.9876744,88.4729004,-0.541
25.4531946,89.5495605,-0.169
23.2716267,89.5935059,-0.099
25.115445,89.6594238,-0.376
22.7863104,91.6809082,-0.567
25.0955481,89.0002441,0.208
26.0074237,89.5056152,-0.234
23.5539161,89.4836426,-0.149
25.5126996,89.7912598,-0.234
22.6444321,91.3293457,-0.124
24.4971459,92.076416,-0.139
23.2716267,90.6921387,0.19
24.4371475,89.0002441,0.608
24.4971459,90.0769043,0.232
25.4531946,89.4396973,-0.167
25.0955481,92.142334,-0.301
23.0089639,90.9558105,0.473
25.869109,88.2971191,-0.183
24.637031,90.6481934,-0.27
24.8964019,89.1101074,-0.421
22.7052551,92.3840332,-1.043
23.5941939,90.2746582,-0.042
23.5740566,91.1535645,0.365
24.8166532,92.076416,-0.004
22.7255234,90.5163574,-0.408
22.5227053,90.1428223,0.196
23.9762142,91.2854004,0.216
24.8764695,88.692627,-0.406
22.6444321,89.6594238,-0.355
23.6143282,89.6154785,-0.018
22.7255234,90.0769043,-0.226
25.7899992,89.5056152,-0.202
25.1353386,91.8347168,-0.75
25.0557447,90.736084,0.225
24.9960153,92.0983887,-0.288
25.8888782,88.2531738,0.016
22.7255234,89.6813965,0.147
21.6676382,91.8566895,0.164
23.4934763,89.8352051,-0.11
24.9960153,88.8464355,-0.348
25.195,90.0109863,-0.177
25.1751161,91.373291,-0.397
23.91597,90.2526855,0.529
23.9360545,89.5935059,0.007
24.6570018,91.8786621,0.04
24.7168951,90.9338379,1.112
22.8065667,89.9450684,-0.004
22.82682,91.7248535,0.308
22.1161768,89.9450684,-0.163
23.0089639,89.5715332,0.578
23.069624,90.0769043,-0.298
22.2789302,90.0109863,-0.266
25.7702134,89.4177246,0.554
23.513626,90.5822754,0.218
23.4531676,91.2194824,0.23
24.1968685,89.5495605,0.514
24.2770121,90.9338379,0.183
23.5539161,90.4284668,0.413
23.5740566,88.8024902,0.02
23.089838,89.0222168,-0.051
24.3370866,90.7141113,0.152
24.9362569,90.8239746,0.204
22.9078031,89.2199707,0.729
23.6747124,90.4943848,1.601
24.5970797,91.9665527,-0.286
24.9561796,90.0549316,0.407
23.3321679,89.0881348,-0.157
23.8958823,89.197998,0.551
23.4733235,89.6594238,-0.018
24.5171391,91.0876465,0.252
24.6170569,90.5822754,-0.438
23.3926816,92.3400879,-1.05
22.2992611,90.7800293,-0.38
25.7108365,89.4396973,-0.604
22.4008712,89.329834,-0.118
24.4771496,90.1647949,-0.247
23.7350688,89.4396973,0.36
22.9482765,91.2854004,0.162
25.0955481,90.032959,-0.074
25.0557447,90.0769043,0.037
24.4571501,91.9885254,0.141
23.029187,90.736084,-0.091
25.075648,89.8352051,-0.293
24.0765587,90.032959,0.243
22.7863104,89.5495605,0.596
22.4211843,91.9445801,-0.177
24.6969338,92.1862793,0.577
21.606365,91.9665527,-0.488
22.2789302,89.1320801,-0.348
25.8493365,88.1213379,-0.241
24.6769694,88.6047363,0.106
24.3370866,90.2526855,-0.568
23.7752908,88.6047363,-0.283
21.5655017,91.9226074,-0.032
23.6545875,90.7800293,0.496
23.069624,90.736084,0.101
24.4171416,89.8571777,0.01
24.3170649,89.0881348,-0.068
22.82682,92.3840332,-0.53
24.9760991,88.692627,0.169
22.7660511,89.8791504,-0.174
23.2918101,88.8684082,-0.46
24.7168951,89.0002441,0.158
24.3971326,90.1208496,-0.148
24.637031,90.670166,-0.177
22.6241518,91.9226074,-0.301
23.3119906,92.3400879,-1.123
24.6969338,88.3410645,-0.362
22.7863104,90.2526855,0.138
23.2918101,89.0441895,-0.166
23.5941939,89.0002441,-0.147
24.537129,88.2751465,0.322
23.1302568,89.967041,0.013
25.8888782,89.0661621,-0.118
21.8920839,90.032959,-0.313
22.9078031,91.3293457,0.537
23.1302568,92.208252,-0.055
24.0966182,91.0437012,0.031
23.6545875,88.9782715,0.27
23.7953972,90.8679199,0.272
23.3523422,89.7473145,-0.181
22.7052551,91.9885254,-0.367
22.5835822,89.9450684,0.174
24.0564961,89.0222168,0.402
24.8964019,90.7580566,0.616
24.6170569,88.7365723,0.536
22.8673176,89.8352051,-0.371
23.9360545,90.5383301,0.554
25.4531946,89.2199707,-0.129
22.3195891,89.1540527,-0.326
23.7953972,88.6486816,-0.178
22.8875618,91.3513184,-0.054
23.3119906,91.1755371,0.065
21.6880569,92.4719238,-0.519
26.1850178,88.3850098,0.082
25.908644,89.5056152,-0.582
22.2585964,89.5056152,-0.661
24.0966182,90.4064941,0.48
22.5227053,90.0769043,-0.282
25.9876744,89.7033691,-0.254
23.089838,92.2741699,-0.491
25.0358382,88.4509277,0.178
24.2770121,89.901123,0.263
23.4934763,90.5383301,0.004
22.8470703,90.2087402,-0.231
24.0564961,89.0661621,0.301
24.8964019,88.8244629,-0.561
26.0074237,89.2419434,0.167
23.2110579,89.0222168,0.201
24.537129,91.7468262,-0.392
23.3725134,92.0324707,-0.15
25.0955481,90.0109863,-0.134
24.7168951,89.329834,-0.248
24.6170569,89.7473145,-0.689
24.5770993,89.7253418,-0.257
22.6038685,92.2961426,-0.294
24.2169091,90.2746582,-0.202
22.2992611,90.8239746,-0.154
25.5919938,88.494873,-0.641
22.5024071,92.0983887,0.135
22.7863104,91.8347168,-0.332
25.5126996,88.8903809,-0.062
23.2312505,91.2854004,0.088
25.908644,88.626709,-0.109
21.6880569,91.9665527,0.071
25.3340963,89.5935059,-0.132
25.0955481,89.3518066,0.006
25.155229,88.5827637,-0.484
25.075648,89.0222168,0.029
24.8166532,92.2302246,0.232
23.2716267,91.1315918,0.15
24.1768248,91.307373,-0.337
22.5430006,92.0544434,0.441
25.3142351,89.5056152,0.159
24.4971459,89.9450684,0.073
26.1061204,88.692627,0.071
23.0089639,90.9118652,0.025
23.3321679,89.329834,-0.023
24.0966182,91.0656738,-0.069
23.3523422,90.032959,0.289
25.0557447,89.2419434,-0.437
25.869109,88.3410645,0.13
24.6170569,88.9343262,-0.468
24.0364303,89.263916,-0.398
23.0089639,89.263916,0.22
22.8065667,91.5270996,-0.148
23.3119906,88.8903809,-0.112
23.029187,90.3845215,0.027
24.4771496,88.6706543,-0.057
24.6969338,88.0993652,0.31
23.6545875,89.4396973,-0.146
23.7551814,89.5935059,0.155
24.0163614,89.2858887,0.126
25.0358382,92.1643066,-0.197
25.2546322,89.8352051,-0.313
24.8166532,90.670166,0.122
24.4171416,90.3625488,-0.287
23.3119906,90.8898926,0.079
24.1166746,88.8024902,-0.664
23.5740566,89.329834,0.158
24.6769694,90.604248,0.359
25.6514299,88.6706543,-0.26
26.2441559,88.560791,0.014
22.5632929,89.1760254,0.421
22.7457888,89.967041,-0.207
26.1455758,89.6594238,-0.243
25.2745031,89.9890137,-0.506
23.8356006,90.1208496,0.08
24.5171391,90.5822754,-0.113
23.6545875,88.7585449,-0.918
25.869109,88.2092285,-0.459
23.089838,92.1203613,-0.158
22.8470703,91.1975098,0.206
22.8470703,92.2961426,-0.668
23.1100489,92.2741699,-0.653
24.8964019,89.7912598,0.268
21.7697025,91.8566895,-0.237
25.6514299,89.7033691,-0.295
24.5571158,89.3078613,0.172
21.9124706,92.010498,-0.359
24.0765587,90.0769043,0.139
25.9481659,88.7145996,0.071
22.7052551,92.3400879,-0.354
24.3771204,89.0441895,0.006
24.1968685,91.0217285,0.121
24.8166532,88.4289551,-0.23
22.9280413,89.2199707,0.471
23.4531676,88.9782715,-0.161
24.8764695,89.7033691,0.149
25.075648,88.9343262,0.084
22.1161768,92.4279785,-0.511
24.6570018,88.9123535,0.099
25.1353386,90.0109863,-0.33
24.7767595,89.5275879,0.082
22.9685086,89.8571777,0.1
23.4330087,91.1975098,0.584
24.637031,90.3625488,-0.517
23.4733235,89.4616699,0.27
25.155229,90.604248,0.449
22.9887378,89.8791504,-0.038
22.5835822,89.263916,0.088
22.4211843,92.4499512,-0.457
25.4531946,89.1320801,-0.711
23.7953972,90.6481934,0.795
23.6545875,90.9777832,0.263
25.7899992,88.8684082,-0.039
26.1652985,88.8684082,0
26.1061204,89.6154785,-0.427
22.8470703,92.0983887,0.665
22.9887378,90.8459473,0.359
24.1166746,90.3625488,0.379
23.029187,92.1643066,0.153
24.8365952,92.2741699,-0.115
22.4008712,91.9665527,0.556
24.3571051,91.7687988,-0.116
24.3771204,90.7800293,-0.1
24.5571158,90.2526855,-0.412
22.9280413,92.3620605,-0.524
24.6570018,88.1872559,0.007
22.6849838,89.395752,-0.211
24.2770121,88.7585449,0.656
24.8764695,89.7253418,-0.012
23.2918101,89.7912598,-0.232
22.9078031,90.4284668,0.566
24.6170569,91.0876465,-0.51
24.8964019,92.4060059,-0.239
25.6118091,89.5275879,-0.302
24.9362569,92.0544434,-0.299
20.9716982,92.2302246,-0.205
24.1968685,89.5935059,0.53
23.7350688,90.2746582,0.813
23.0089639,91.4611816,0.241
25.6514299,88.626709,0.453
23.4733235,89.5495605,0.03
22.9685086,89.8132324,0.517
24.4971459,90.8898926,-0.442
25.8493365,88.4289551,-0.401
23.5740566,89.3737793,-0.046
22.2585964,92.3400879,-0.349
24.2770121,89.7253418,-0.735
26.3426524,89.0881348,-0.353
24.8166532,88.1872559,0.055
24.9960153,88.8903809,-0.49
24.9362569,89.5935059,-0.075
24.3370866,90.6921387,0.247
23.3523422,90.9777832,0.2
23.3523422,92.0324707,-0.338
24.2169091,89.3737793,0.325
24.5770993,89.8571777,0.315
24.537129,88.494873,-0.361
25.908644,88.9123535,-0.174
22.6849838,89.9450684,-0.142
22.9685086,90.2307129,0.277
23.2918101,88.9782715,-0.127
24.0564961,89.1540527,-0.596
23.3321679,89.9230957,-0.253
25.6514299,88.8684082,0.042
21.9532352,92.4060059,-0.326
23.5740566,88.9343262,0.096
23.4934763,91.2194824,0.222
24.4771496,90.032959,-0.685
24.5770993,90.670166,-0.051
26.0271697,88.7365723,-0.406
23.3119906,90.4504395,0.303
24.8964019,90.4064941,0.376
25.3340963,89.0222168,-0.345
23.3321679,91.8127441,-0.285
23.6143282,90.0109863,-0.431
24.8565339,90.8239746,0.272
23.9561359,90.2087402,0.133
21.8309063,91.8786621,0.406
24.6969338,88.9343262,0.474
25.6712354,88.8244629,-0.108
23.7149531,89.6154785,0.117
26.4017101,88.692627,-0.202
23.5941939,89.197998,-0.573
22.9078031,90.8459473,0.635
24.9960153,89.9230957,-0.222
23.2312505,90.802002,0.012
21.8716943,90.2307129,-0.408
25.195,90.1867676,-0.054
21.8309063,90.2526855,-0.593
24.0966182,89.0881348,0.684
23.029187,91.9665527,-0.652
24.2169091,89.8352051,0.358
23.9561359,89.8571777,0.038
22.1161768,90.1867676,-0.413
24.3971326,91.2854004,-0.033
25.3340963,88.9343262,-0.18
22.3195891,91.9885254,0.429
24.9561796,91.9006348,-0.531
24.9362569,91.7907715,0.289
24.5770993,88.2531738,0.731
24.3170649,91.2854004,-0.472
24.0364303,91.1315918,0.203
24.3170649,89.8132324,0.306
25.1353386,91.9665527,0.215
22.4618017,89.967041,-0.278
24.4971459,89.1540527,0.602
25.1353386,90.7800293,-0.299
24.8365952,91.9885254,0.034
23.1908622,90.1208496,0.269
24.537129,91.9006348,-0.355
22.82682,89.3078613,0.454
22.1772314,91.0656738,-0.377
22.4618017,91.7907715,0.723
23.9762142,89.8571777,-0.387
22.4211843,91.5490723,-0.664
24.6769694,90.5822754,-0.045
25.0358382,91.9006348,-0.303
24.637031,89.0222168,-0.409
23.8757915,90.0109863,0.46
25.8493365,89.263916,0.109
24.7368531,88.4729004,-0.203
24.1768248,89.8791504,-0.503
21.7901067,92.0983887,-0.768
25.0358382,91.2194824,-0.991
24.0163614,89.8352051,-0.184
22.2179198,91.1535645,-0.323
26.1850178,89.1540527,-0.102
26.0863877,88.626709,-0.15
23.4934763,90.6921387,0.153
22.5632929,91.505127,-0.335
23.6143282,88.9123535,-0.415
24.2770121,91.4611816,0.664
24.9960153,89.1760254,0.009
25.0159284,91.3952637,0.217
22.0958194,90.5822754,-1.105
24.637031,90.1208496,-0.593
24.5571158,89.9230957,0.675
25.6316212,89.7253418,0.145
24.8964019,88.3630371,-0.668
22.7863104,89.4616699,0.496
24.9960153,91.3513184,-0.185
23.4128467,91.8786621,-0.026
23.5941939,90.1428223,0.969
24.8964019,91.4831543,0.25
24.7568079,89.7253418,-0.753
22.6038685,91.0876465,-0.456
22.9482765,91.3513184,-0.093
20.6430652,92.3181152,0.126
24.2169091,90.6921387,-0.113
23.7752908,90.2087402,0.385
22.9280413,92.142334,-0.617
23.7752908,88.6486816,0.238
25.0955481,89.197998,-0.391
24.3971326,91.4831543,-0.397
24.8565339,89.7473145,-0.019
23.1504616,89.7473145,0.232
25.0955481,90.2307129,-0.217
24.7168951,89.0661621,-0.012
25.908644,89.2858887,-0.568
22.7863104,91.307373,0.445
22.1568828,92.1862793,-0.099
23.0089639,90.9777832,0.395
24.1968685,89.5275879,0.302
23.1302568,88.9562988,0.131
25.6118091,89.1760254,-0.501
24.2770121,91.3952637,0.487
22.7660511,89.5495605,-0.14
24.6570018,90.4284668,-0.251
22.0958194,90.0769043,-0.069
23.6143282,89.0881348,-0.546
25.908644,89.6374512,-0.445
23.1302568,91.2414551,0.504
24.7967079,90.9558105,-0.059
24.4971459,91.7248535,0.612
22.0958194,92.3181152,-0.632
22.7255234,91.0437012,-0.217
23.2918101,89.9890137,-0.199
24.3370866,88.5388184,-0.131
25.7899992,88.9123535,0.602
24.4971459,89.4616699,0.065
24.6170569,91.2634277,-0.509
24.7168951,89.6594238,-0.637
22.7457888,89.0881348,0.39
23.3725134,90.2526855,0.001
24.0564961,89.9230957,-0.033
24.4971459,91.8347168,0.029
22.5227053,89.6594238,0
